disease,rag_top_node_id,common_symptoms,total_symptoms,rag_total_symptoms,rag_matches,rag_hallucinations,no_rag_total_symptoms,no_rag_matches,no_rag_hallucinations,rag_accuracy,no_rag_accuracy,rag_precision,rag_recall,no_rag_precision,no_rag_recall
Cap myopathy,33498,0,30,17,16,1,18,0,18,0.5333333333333333,0.0,0.9411764705882353,0.5333333333333333,0.0,0.0
KAT6-related intellectual disability-craniofacial anomalies-cardiac defects syndrome,98748,18,39,27,6,21,45,5,40,0.15384615384615385,0.1282051282051282,0.2222222222222222,0.15384615384615385,0.1111111111111111,0.1282051282051282
Wiedemann-Steiner syndrome,30199,2,58,53,43,10,21,2,19,0.7413793103448276,0.034482758620689655,0.8113207547169812,0.7413793103448276,0.09523809523809523,0.034482758620689655
GMPPB-related limb-girdle muscular dystrophy R19,27315,10,25,29,12,17,29,7,22,0.48,0.28,0.41379310344827586,0.48,0.2413793103448276,0.28
Moderate multiminicore disease with hand involvement,32818,2,14,16,13,3,16,0,16,0.9285714285714286,0.0,0.8125,0.9285714285714286,0.0,0.0
Antenatal multiminicore disease with arthrogryposis multiplex congenita,32819,0,21,18,18,0,19,2,17,0.8571428571428571,0.09523809523809523,1.0,0.8571428571428571,0.10526315789473684,0.09523809523809523
CLN12 disease,29506,6,18,26,5,21,30,6,24,0.2777777777777778,0.3333333333333333,0.19230769230769232,0.2777777777777778,0.2,0.3333333333333333
Severe congenital nemaline myopathy,27294,3,30,126,26,100,12,0,12,0.8666666666666667,0.0,0.20634920634920634,0.8666666666666667,0.0,0.0
Typical nemaline myopathy,27294,5,39,124,42,82,17,0,17,1.0769230769230769,0.0,0.3387096774193548,1.0769230769230769,0.0,0.0
Classic multiminicore myopathy,28689,0,29,13,0,13,21,0,21,0.0,0.0,0.0,0.0,0.0,0.0
Caribbean parkinsonism,27682,5,27,20,21,-1,33,5,28,0.7777777777777778,0.18518518518518517,1.05,0.7777777777777778,0.15151515151515152,0.18518518518518517
Cranio-cervical dystonia with laryngeal and upper-limb involvement,38345,8,9,30,3,27,29,2,27,0.3333333333333333,0.2222222222222222,0.1,0.3333333333333333,0.06896551724137931,0.2222222222222222
Cirrhosis-dystonia-polycythemia-hypermanganesemia syndrome,30577,1,40,28,24,4,37,4,33,0.6,0.1,0.8571428571428571,0.6,0.10810810810810811,0.1
Oromandibular dystonia,32613,4,21,17,17,0,31,6,25,0.8095238095238095,0.2857142857142857,1.0,0.8095238095238095,0.1935483870967742,0.2857142857142857
Hereditary late-onset Parkinson disease,27576,6,34,43,12,31,24,8,16,0.35294117647058826,0.23529411764705882,0.27906976744186046,0.35294117647058826,0.3333333333333333,0.23529411764705882
X-linked parkinsonism-spasticity syndrome,31408,3,14,16,14,2,25,3,22,1.0,0.21428571428571427,0.875,1.0,0.12,0.21428571428571427
Parkinsonian-pyramidal syndrome,30093,7,25,19,12,7,28,6,22,0.48,0.24,0.631578947368421,0.48,0.21428571428571427,0.24
Infantile dystonia-parkinsonism,29875,6,20,40,16,24,30,3,27,0.8,0.15,0.4,0.8,0.1,0.15
Calpain-3-related limb-girdle muscular dystrophy R1,84272,17,21,20,2,18,21,2,19,0.09523809523809523,0.09523809523809523,0.1,0.09523809523809523,0.09523809523809523,0.09523809523809523
Beta-sarcoglycan-related limb-girdle muscular dystrophy R4,39236,16,13,20,1,19,22,1,21,0.07692307692307693,0.07692307692307693,0.05,0.07692307692307693,0.045454545454545456,0.07692307692307693
Paroxysmal dystonic choreathetosis with episodic ataxia and spasticity,31507,3,13,99,4,95,23,3,20,0.3076923076923077,0.23076923076923078,0.04040404040404041,0.3076923076923077,0.13043478260869565,0.23076923076923078
Congenital muscular dystrophy without intellectual disability,29208,1,27,84,5,79,21,2,19,0.18518518518518517,0.07407407407407407,0.05952380952380952,0.18518518518518517,0.09523809523809523,0.07407407407407407
Autosomal dominant centronuclear myopathy,29888,3,30,48,17,31,31,2,29,0.5666666666666667,0.06666666666666667,0.3541666666666667,0.5666666666666667,0.06451612903225806,0.06666666666666667
Juvenile myoclonic epilepsy,99971,19,11,28,1,27,23,1,22,0.09090909090909091,0.09090909090909091,0.03571428571428571,0.09090909090909091,0.043478260869565216,0.09090909090909091
POMT1-related limb-girdle muscular dystrophy R11,29368,9,32,18,6,12,26,3,23,0.1875,0.09375,0.3333333333333333,0.1875,0.11538461538461539,0.09375
Microform holoprosencephaly,32418,0,35,20,19,1,21,1,20,0.5428571428571428,0.02857142857142857,0.95,0.5428571428571428,0.047619047619047616,0.02857142857142857
Charcot-Marie-Tooth disease type 1B,27530,5,14,32,3,29,20,1,19,0.21428571428571427,0.07142857142857142,0.09375,0.21428571428571427,0.05,0.07142857142857142
Charcot-Marie-Tooth disease type 1A,27530,5,20,20,3,17,22,1,21,0.15,0.05,0.15,0.15,0.045454545454545456,0.05
X-linked intellectual disability-hypotonia-movement disorder syndrome,33463,4,23,19,18,1,23,6,17,0.782608695652174,0.2608695652173913,0.9473684210526315,0.782608695652174,0.2608695652173913,0.2608695652173913
Alpha-sarcoglycan-related limb-girdle muscular dystrophy R3,39236,18,14,27,1,26,25,0,25,0.07142857142857142,0.0,0.037037037037037035,0.07142857142857142,0.0,0.0
Amish nemaline myopathy,27294,4,12,125,12,113,16,1,15,1.0,0.08333333333333333,0.096,1.0,0.0625,0.08333333333333333
Congenital myasthenic syndrome,33062,2,68,35,10,25,23,4,19,0.14705882352941177,0.058823529411764705,0.2857142857142857,0.14705882352941177,0.17391304347826086,0.058823529411764705
Tibial muscular dystrophy,27375,2,19,17,17,0,26,2,24,0.8947368421052632,0.10526315789473684,1.0,0.8947368421052632,0.07692307692307693,0.10526315789473684
Malignant hyperthermia of anesthesia,33459,6,23,17,15,2,32,5,27,0.6521739130434783,0.21739130434782608,0.8823529411764706,0.6521739130434783,0.15625,0.21739130434782608
NARP syndrome,27782,2,28,17,16,1,29,2,27,0.5714285714285714,0.07142857142857142,0.9411764705882353,0.5714285714285714,0.06896551724137931,0.07142857142857142
Paramyotonia congenita of Von Eulenburg,27349,2,19,18,14,4,16,2,14,0.7368421052631579,0.10526315789473684,0.7777777777777778,0.7368421052631579,0.125,0.10526315789473684
Intermediate nemaline myopathy,27294,3,29,124,31,93,17,0,17,1.0689655172413792,0.0,0.25,1.0689655172413792,0.0,0.0
Congenital myopathy with myasthenic-like onset,27781,1,25,17,18,-1,17,1,16,0.72,0.04,1.0588235294117647,0.72,0.058823529411764705,0.04
Neuronal intestinal pseudoobstruction,30090,1,7,16,6,10,20,0,20,0.8571428571428571,0.0,0.375,0.8571428571428571,0.0,0.0
Hereditary sensory and autonomic neuropathy type 5,27625,3,11,24,1,23,41,0,41,0.09090909090909091,0.0,0.041666666666666664,0.09090909090909091,0.0,0.0
Delta-sarcoglycan-related limb-girdle muscular dystrophy R6,39236,16,6,27,0,27,21,0,21,0.0,0.0,0.0,0.0,0.0,0.0
Benign Samaritan congenital myopathy,32794,0,19,16,16,0,28,1,27,0.8421052631578947,0.05263157894736842,1.0,0.8421052631578947,0.03571428571428571,0.05263157894736842
Amyotrophic lateral sclerosis type 4,29371,1,8,19,0,19,19,1,18,0.0,0.125,0.0,0.0,0.05263157894736842,0.125
Spinocerebellar ataxia type 42,27402,6,32,8,2,6,9,3,6,0.0625,0.09375,0.25,0.0625,0.3333333333333333,0.09375
Hemidystonia-hemiatrophy syndrome,32878,1,15,19,15,4,25,1,24,1.0,0.06666666666666667,0.7894736842105263,1.0,0.04,0.06666666666666667
Spinocerebellar ataxia type 10,27402,7,30,9,3,6,11,4,7,0.1,0.13333333333333333,0.3333333333333333,0.1,0.36363636363636365,0.13333333333333333
Autosomal recessive spastic paraplegia type 15,39424,15,39,36,6,30,32,7,25,0.15384615384615385,0.1794871794871795,0.16666666666666666,0.15384615384615385,0.21875,0.1794871794871795
Autosomal dominant spastic paraplegia type 17,38455,6,16,24,0,24,22,0,22,0.0,0.0,0.0,0.0,0.0,0.0
Recessive mitochondrial ataxia syndrome,32303,4,22,18,19,-1,30,9,21,0.8636363636363636,0.4090909090909091,1.0555555555555556,0.8636363636363636,0.3,0.4090909090909091
Ataxia-telangiectasia-like disorder,30466,2,34,17,10,7,20,3,17,0.29411764705882354,0.08823529411764706,0.5882352941176471,0.29411764705882354,0.15,0.08823529411764706
Autosomal recessive spastic paraplegia type 20,39424,9,52,19,1,18,32,4,28,0.019230769230769232,0.07692307692307693,0.05263157894736842,0.019230769230769232,0.125,0.07692307692307693
Autosomal recessive spastic paraplegia type 21,39424,7,19,18,5,13,26,3,23,0.2631578947368421,0.15789473684210525,0.2777777777777778,0.2631578947368421,0.11538461538461539,0.15789473684210525
Autosomal recessive spastic paraplegia type 23,39424,20,14,24,0,24,25,0,25,0.0,0.0,0.0,0.0,0.0,0.0
Autosomal recessive spastic paraplegia type 24,39424,11,7,12,0,12,26,0,26,0.0,0.0,0.0,0.0,0.0,0.0
Autosomal recessive spastic paraplegia type 26,39424,14,22,31,5,26,28,1,27,0.22727272727272727,0.045454545454545456,0.16129032258064516,0.22727272727272727,0.03571428571428571,0.045454545454545456
Autosomal recessive spastic paraplegia type 27,39424,18,9,33,1,32,30,2,28,0.1111111111111111,0.2222222222222222,0.030303030303030304,0.1111111111111111,0.06666666666666667,0.2222222222222222
Spinocerebellar ataxia type 4,29145,4,12,18,3,15,17,5,12,0.25,0.4166666666666667,0.16666666666666666,0.25,0.29411764705882354,0.4166666666666667
Spinocerebellar ataxia type 15/16,27402,3,8,32,4,28,5,1,4,0.5,0.125,0.125,0.5,0.2,0.125
Spinocerebellar ataxia type 13,27402,6,32,23,5,18,14,5,9,0.15625,0.15625,0.21739130434782608,0.15625,0.35714285714285715,0.15625
Autosomal dominant cerebellar ataxia-deafness-narcolepsy syndrome,29925,2,28,29,25,4,6,3,3,0.8928571428571429,0.10714285714285714,0.8620689655172413,0.8928571428571429,0.5,0.10714285714285714
Spinocerebellar ataxia type 18,27402,6,18,6,2,4,12,3,9,0.1111111111111111,0.16666666666666666,0.3333333333333333,0.1111111111111111,0.25,0.16666666666666666
Childhood-onset spasticity with hyperglycinemia,27211,2,25,31,23,8,34,3,31,0.92,0.12,0.7419354838709677,0.92,0.08823529411764706,0.12
Spinocerebellar ataxia type 40,27402,7,14,19,2,17,14,2,12,0.14285714285714285,0.14285714285714285,0.10526315789473684,0.14285714285714285,0.14285714285714285,0.14285714285714285
Tremor-ataxia-central hypomyelination syndrome,33516,2,41,35,37,-2,5,3,2,0.9024390243902439,0.07317073170731707,1.0571428571428572,0.9024390243902439,0.6,0.07317073170731707
Primary progressive freezing gait,33138,3,21,18,17,1,33,4,29,0.8095238095238095,0.19047619047619047,0.9444444444444444,0.8095238095238095,0.12121212121212122,0.19047619047619047
X-linked non progressive cerebellar ataxia,27395,3,16,17,14,3,12,1,11,0.875,0.0625,0.8235294117647058,0.875,0.08333333333333333,0.0625
X-linked progressive cerebellar ataxia,27395,2,26,17,7,10,17,3,14,0.2692307692307692,0.11538461538461539,0.4117647058823529,0.2692307692307692,0.17647058823529413,0.11538461538461539
Huntington disease-like 1,38307,16,44,24,6,18,18,6,12,0.13636363636363635,0.13636363636363635,0.25,0.13636363636363635,0.3333333333333333,0.13636363636363635
Huntington disease-like 2,38307,16,18,18,4,14,17,5,12,0.2222222222222222,0.2777777777777778,0.2222222222222222,0.2222222222222222,0.29411764705882354,0.2777777777777778
Autosomal recessive spastic paraplegia type 75,27668,1,16,15,4,11,23,1,22,0.25,0.0625,0.26666666666666666,0.25,0.043478260869565216,0.0625
Hemiparkinsonism-hemiatrophy syndrome,32759,2,17,15,14,1,27,4,23,0.8235294117647058,0.23529411764705882,0.9333333333333333,0.8235294117647058,0.14814814814814814,0.23529411764705882
Presynaptic congenital myasthenic syndromes,27760,4,68,62,60,2,28,7,21,0.8823529411764706,0.10294117647058823,0.967741935483871,0.8823529411764706,0.25,0.10294117647058823
Postsynaptic congenital myasthenic syndromes,33062,4,37,35,37,-2,33,9,24,1.0,0.24324324324324326,1.0571428571428572,1.0,0.2727272727272727,0.24324324324324326
"Cerebellar ataxia, Cayman type",27352,2,11,17,9,8,12,2,10,0.8181818181818182,0.18181818181818182,0.5294117647058824,0.8181818181818182,0.16666666666666666,0.18181818181818182
Autosomal recessive ataxia due to PEX10 deficiency,27817,8,19,17,1,16,28,1,27,0.05263157894736842,0.05263157894736842,0.058823529411764705,0.05263157894736842,0.03571428571428571,0.05263157894736842
Gamma-sarcoglycan-related limb-girdle muscular dystrophy R5,39236,15,27,22,0,22,21,1,20,0.0,0.037037037037037035,0.0,0.0,0.047619047619047616,0.037037037037037035
Synaptic congenital myasthenic syndromes,33061,2,54,51,55,-4,21,5,16,1.0185185185185186,0.09259259259259259,1.0784313725490196,1.0185185185185186,0.23809523809523808,0.09259259259259259
Anoctamin-5-related limb-girdle muscular dystrophy R12,30310,2,35,21,6,15,23,3,20,0.17142857142857143,0.08571428571428572,0.2857142857142857,0.17142857142857143,0.13043478260869565,0.08571428571428572
Congenital multicore myopathy with external ophthalmoplegia,27213,2,44,21,19,2,30,4,26,0.4318181818181818,0.09090909090909091,0.9047619047619048,0.4318181818181818,0.13333333333333333,0.09090909090909091
Congenital myasthenic syndromes with glycosylation defect,33198,8,36,29,19,10,25,1,24,0.5277777777777778,0.027777777777777776,0.6551724137931034,0.5277777777777778,0.04,0.027777777777777776
Autosomal dominant progressive external ophthalmoplegia,33290,5,81,27,24,3,25,7,18,0.2962962962962963,0.08641975308641975,0.8888888888888888,0.2962962962962963,0.28,0.08641975308641975
Autosomal recessive progressive external ophthalmoplegia,33290,4,42,30,21,9,28,2,26,0.5,0.047619047619047616,0.7,0.5,0.07142857142857142,0.047619047619047616
Autosomal recessive spastic paraplegia type 54,38455,15,16,31,3,28,30,4,26,0.1875,0.25,0.0967741935483871,0.1875,0.13333333333333333,0.25
Autosomal recessive spastic paraplegia type 55,38455,17,27,34,3,31,28,4,24,0.1111111111111111,0.14814814814814814,0.08823529411764706,0.1111111111111111,0.14285714285714285,0.14814814814814814
Autosomal recessive spastic paraplegia type 43,38455,20,17,32,4,28,36,2,34,0.23529411764705882,0.11764705882352941,0.125,0.23529411764705882,0.05555555555555555,0.11764705882352941
Episodic ataxia type 7,27813,9,11,45,10,35,26,6,20,0.9090909090909091,0.5454545454545454,0.2222222222222222,0.9090909090909091,0.23076923076923078,0.5454545454545454
Autosomal recessive cerebellar ataxia-psychomotor delay syndrome,27739,1,13,19,6,13,20,8,12,0.46153846153846156,0.6153846153846154,0.3157894736842105,0.46153846153846156,0.4,0.6153846153846154
Autosomal recessive cerebellar ataxia-movement disorder syndrome,27739,0,20,20,12,8,13,1,12,0.6,0.05,0.6,0.6,0.07692307692307693,0.05
Posterior column ataxia-retinitis pigmentosa syndrome,31638,3,31,46,33,13,15,4,11,1.064516129032258,0.12903225806451613,0.717391304347826,1.064516129032258,0.26666666666666666,0.12903225806451613
Autosomal recessive spastic paraplegia type 28,39424,20,13,36,2,34,33,2,31,0.15384615384615385,0.15384615384615385,0.05555555555555555,0.15384615384615385,0.06060606060606061,0.15384615384615385
Autosomal spastic paraplegia type 72,30156,3,9,20,1,19,20,0,20,0.1111111111111111,0.0,0.05,0.1111111111111111,0.0,0.0
Episodic ataxia with slurred speech,38156,8,10,9,3,6,16,3,13,0.3,0.3,0.3333333333333333,0.3,0.1875,0.3
Episodic ataxia type 5,27813,5,6,23,5,18,25,4,21,0.8333333333333334,0.6666666666666666,0.21739130434782608,0.8333333333333334,0.16,0.6666666666666666
Autosomal recessive spastic paraplegia type 76,27668,2,17,17,8,9,33,5,28,0.47058823529411764,0.29411764705882354,0.47058823529411764,0.47058823529411764,0.15151515151515152,0.29411764705882354
Autosomal recessive spastic paraplegia type 9B,39424,9,29,12,0,12,26,1,25,0.0,0.034482758620689655,0.0,0.0,0.038461538461538464,0.034482758620689655
X-linked spastic paraplegia type 34,38801,18,8,28,1,27,33,1,32,0.125,0.125,0.03571428571428571,0.125,0.030303030303030304,0.125
Autosomal recessive spastic paraplegia type 62,27668,1,13,18,6,12,27,2,25,0.46153846153846156,0.15384615384615385,0.3333333333333333,0.46153846153846156,0.07407407407407407,0.15384615384615385
Beta-propeller protein-associated neurodegeneration,29074,3,22,16,4,12,43,1,42,0.18181818181818182,0.045454545454545456,0.25,0.18181818181818182,0.023255813953488372,0.045454545454545456
Spinocerebellar ataxia type 20,27402,6,19,22,4,18,14,4,10,0.21052631578947367,0.21052631578947367,0.18181818181818182,0.21052631578947367,0.2857142857142857,0.21052631578947367
Classic pantothenate kinase-associated neurodegeneration,28116,8,28,105,30,75,29,5,24,1.0714285714285714,0.17857142857142858,0.2857142857142857,1.0714285714285714,0.1724137931034483,0.17857142857142858
Spastic paraplegia-neuropathy-poikiloderma syndrome,28013,0,8,19,8,11,29,0,29,1.0,0.0,0.42105263157894735,1.0,0.0,0.0
"Primary dystonia, DYT21 type",27743,6,9,65,6,59,22,0,22,0.6666666666666666,0.0,0.09230769230769231,0.6666666666666666,0.0,0.0
Childhood-onset benign chorea with striatal involvement,27708,7,7,19,5,14,30,0,30,0.7142857142857143,0.0,0.2631578947368421,0.7142857142857143,0.0,0.0
Atypical pantothenate kinase-associated neurodegeneration,28116,7,30,105,32,73,32,2,30,1.0666666666666667,0.06666666666666667,0.3047619047619048,1.0666666666666667,0.0625,0.06666666666666667
Postencephalitic parkinsonism,32468,5,41,24,25,-1,19,5,14,0.6097560975609756,0.12195121951219512,1.0416666666666667,0.6097560975609756,0.2631578947368421,0.12195121951219512
X-linked spinocerebellar ataxia type 4,29145,3,7,18,2,16,8,0,8,0.2857142857142857,0.0,0.1111111111111111,0.2857142857142857,0.0,0.0
Autosomal recessive spastic ataxia of Charlevoix-Saguenay,31049,6,38,20,15,5,28,9,19,0.39473684210526316,0.23684210526315788,0.75,0.39473684210526316,0.32142857142857145,0.23684210526315788
Delayed encephalopathy due to carbon monoxide poisoning,97084,22,9,25,0,25,26,0,26,0.0,0.0,0.0,0.0,0.0,0.0
Manganese poisoning,32704,1,30,18,18,0,22,1,21,0.6,0.03333333333333333,1.0,0.6,0.045454545454545456,0.03333333333333333
"Primary dystonia, DYT6 type",27743,9,9,72,6,66,35,1,34,0.6666666666666666,0.1111111111111111,0.08333333333333333,0.6666666666666666,0.02857142857142857,0.1111111111111111
"Primary dystonia, DYT4 type",27743,5,17,15,4,11,31,2,29,0.23529411764705882,0.11764705882352941,0.26666666666666666,0.23529411764705882,0.06451612903225806,0.11764705882352941
Severe motor and intellectual disabilities-sensorineural deafness-dystonia syndrome,30801,1,20,19,15,4,21,1,20,0.75,0.05,0.7894736842105263,0.75,0.047619047619047616,0.05
Semantic dementia,29468,0,11,17,3,14,6,0,6,0.2727272727272727,0.0,0.17647058823529413,0.2727272727272727,0.0,0.0
Cyanide-induced parkinsonism-dystonia,32700,5,20,17,17,0,17,5,12,0.85,0.25,1.0,0.85,0.29411764705882354,0.25
Spinocerebellar ataxia type 23,27402,7,10,22,5,17,18,3,15,0.5,0.3,0.22727272727272727,0.5,0.16666666666666666,0.3
Spinocerebellar ataxia type 21,27402,2,15,23,4,19,4,2,2,0.26666666666666666,0.13333333333333333,0.17391304347826086,0.26666666666666666,0.5,0.13333333333333333
RIDDLE syndrome,30932,0,43,16,16,0,32,0,32,0.37209302325581395,0.0,1.0,0.37209302325581395,0.0,0.0
Joubert syndrome with Jeune asphyxiating thoracic dystrophy,33081,0,73,67,69,-2,1,1,0,0.9452054794520548,0.0136986301369863,1.0298507462686568,0.9452054794520548,1.0,0.0136986301369863
Juvenile-onset diabetes mellitus-central and peripheral neurodegeneration syndrome,30777,2,15,17,13,4,15,3,12,0.8666666666666667,0.2,0.7647058823529411,0.8666666666666667,0.2,0.2
Encephalitis lethargica,32753,3,30,18,17,1,33,3,30,0.5666666666666667,0.1,0.9444444444444444,0.5666666666666667,0.09090909090909091,0.1
Rolandic epilepsy-paroxysmal exercise-induced dystonia-writer's cramp syndrome,31210,3,8,18,9,9,21,1,20,1.125,0.125,0.5,1.125,0.047619047619047616,0.125
Spinocerebellar ataxia type 12,27402,9,21,20,4,16,19,5,14,0.19047619047619047,0.23809523809523808,0.2,0.19047619047619047,0.2631578947368421,0.23809523809523808
Autosomal dominant spastic ataxia type 1,27721,7,26,91,24,67,17,3,14,0.9230769230769231,0.11538461538461539,0.26373626373626374,0.9230769230769231,0.17647058823529413,0.11538461538461539
Autosomal dominant spastic paraplegia type 73,27668,1,19,15,4,11,34,1,33,0.21052631578947367,0.05263157894736842,0.26666666666666666,0.21052631578947367,0.029411764705882353,0.05263157894736842
